region,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_discount,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi
Jakarta Barat,3.00,2300000.00,5.00,2.00,7.00,Kos Campur,16.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
Jakarta Utara,3.00,2100000.00,5.00,1.00,7.00,Kos Campur,11.61,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
Jakarta Utara,0.00,2400000.00,0.00,0.00,0.00,Kos Campur,11.61,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
Jakarta Utara,1.00,1900000.00,0.00,0.00,1.00,Kos Campur,12.00,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
Jakarta Timur,3.00,1250000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
Jakarta Timur,3.00,1250000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
Jakarta Timur,3.00,1250000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
Jakarta Timur,3.00,1250000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
Jakarta Timur,3.00,1250000.00,0.00,0.00,0.00,Kos Putri,9.00,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
Jakarta Timur,1.00,1850000.00,5.00,1.00,5.00,Kos Putra,6.00,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0
Jakarta Barat,0.00,1500000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0
Jakarta Barat,2.00,1400000.00,0.00,0.00,1.00,Kos Campur,9.00,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Jakarta Utara,2.00,2000000.00,0.00,0.00,0.00,Kos Putri,12.00,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0
Jakarta Pusat,1.00,1000000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0
Jakarta Timur,2.00,950000.00,0.00,0.00,0.00,Kos Putra,5.00,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
Jakarta Utara,0.00,2500000.00,0.00,0.00,0.00,Kos Campur,7.50,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1
Jakarta Utara,0.00,2000000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Pusat,0.00,1400000.00,4.50,2.00,2.00,Kos Campur,9.00,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
Jakarta Timur,1.00,1200000.00,0.00,0.00,0.00,Kos Putra,13.75,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,0.00,0.00,0.00,Kos Putra,13.75,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,0.00,0.00,0.00,Kos Putra,13.75,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,0.00,0.00,0.00,Kos Putra,13.75,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1200000.00,0.00,0.00,0.00,Kos Putra,13.75,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1800000.00,4.00,2.00,6.00,Kos Campur,12.00,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Utara,0.00,2000000.00,0.00,0.00,6.00,Kos Campur,12.00,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
Jakarta Utara,2.00,650000.00,0.00,0.00,8.00,Kos Campur,9.00,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
Jakarta Utara,0.00,1850000.00,0.00,0.00,4.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
Jakarta Utara,2.00,1400000.00,0.00,0.00,0.00,Kos Campur,9.90,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0
Jakarta Utara,0.00,2500000.00,0.00,0.00,6.00,Kos Campur,16.00,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
Jakarta Barat,1.00,2600000.00,0.00,0.00,0.00,Kos Putri,14.28,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
Jakarta Timur,0.00,2500000.00,0.00,0.00,10.00,Kos Campur,25.00,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0
Jakarta Utara,2.00,1600000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Jakarta Pusat,0.00,3200000.00,0.00,0.00,2.00,Kos Campur,16.00,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
Jakarta Pusat,1.00,2400000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
Jakarta Timur,0.00,1100000.00,0.00,0.00,0.00,Kos Putra,7.04,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Utara,1.00,1600000.00,0.00,0.00,2.00,Kos Campur,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Selatan,2.00,4200000.00,4.60,7.00,12.00,Kos Campur,19.25,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0
Jakarta Utara,0.00,1500000.00,0.00,0.00,3.00,Kos Campur,9.00,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
Jakarta Utara,1.00,1800000.00,0.00,0.00,1.00,Kos Campur,9.00,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
Jakarta Selatan,2.00,3000000.00,3.00,3.00,15.00,Kos Campur,16.00,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
Jakarta Utara,0.00,1600000.00,0.00,0.00,0.00,Kos Putri,12.00,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1
Jakarta Pusat,1.00,1100000.00,0.00,0.00,1.00,Kos Campur,9.00,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Barat,0.00,3800000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Barat,0.00,2750000.00,0.00,0.00,3.00,Kos Campur,16.00,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0
Jakarta Timur,1.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
Jakarta Timur,0.00,650000.00,0.00,0.00,0.00,Kos Putri,9.00,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
Jakarta Barat,0.00,2233000.00,4.80,4.00,13.00,Kos Campur,12.15,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
Jakarta Barat,1.00,1975000.00,4.50,8.00,18.00,Kos Campur,8.40,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
Jakarta Barat,2.00,1875000.00,4.50,20.00,57.00,Kos Campur,7.50,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
Jakarta Barat,2.00,1957000.00,0.00,0.00,4.00,Kos Campur,16.00,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
Jakarta Barat,3.00,1727000.00,0.00,0.00,6.00,Kos Campur,7.68,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
Jakarta Utara,1.00,1865000.00,4.90,5.00,6.00,Kos Campur,10.50,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Jakarta Utara,2.00,1875000.00,4.80,60.00,102.00,Kos Campur,9.00,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Jakarta Utara,0.00,1725000.00,4.80,14.00,29.00,Kos Campur,6.90,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Jakarta Barat,0.00,1830000.00,4.80,22.00,40.00,Kos Putri,6.90,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
Jakarta Barat,1.00,2525000.00,4.60,9.00,10.00,Kos Putri,18.00,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Jakarta Barat,2.00,1911000.00,4.40,13.00,21.00,Kos Putri,7.26,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,0.00,2685000.00,5.00,1.00,7.00,Kos Campur,14.00,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Barat,0.00,2233000.00,4.30,6.00,25.00,Kos Campur,11.20,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
Jakarta Selatan,0.00,1652500.00,4.60,7.00,16.00,Kos Campur,8.32,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Selatan,0.00,1675000.00,4.90,3.00,6.00,Kos Campur,9.00,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jakarta Barat,0.00,1875000.00,4.80,8.00,15.00,Kos Putri,12.80,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
Jakarta Barat,1.00,1725000.00,4.60,11.00,18.00,Kos Putri,11.52,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Jakarta Timur,0.00,1406000.00,4.90,28.00,54.00,Kos Putra,5.28,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0
Jakarta Timur,1.00,1282500.00,4.90,19.00,32.00,Kos Putra,5.28,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
Jakarta Timur,0.00,950000.00,4.80,21.00,27.00,Kos Putra,5.28,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
Jakarta Selatan,0.00,2141000.00,4.90,2.00,15.00,Kos Campur,12.25,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
Jakarta Selatan,1.00,2125000.00,4.90,21.00,38.00,Kos Campur,7.44,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0
Jakarta Timur,1.00,1156600.00,4.90,3.00,6.00,Kos Putri,12.25,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
Jakarta Pusat,0.00,1995000.00,4.60,9.00,28.00,Kos Campur,12.96,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
Jakarta Pusat,0.00,1393000.00,4.60,21.00,49.00,Kos Campur,5.25,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
Jakarta Timur,0.00,1725000.00,4.90,5.00,11.00,Kos Putri,10.80,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
Jakarta Timur,0.00,1625000.00,4.90,18.00,41.00,Kos Putri,9.00,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
Jakarta Timur,0.00,1267000.00,4.10,3.00,4.00,Kos Putri,6.25,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
Jakarta Barat,0.00,1621000.00,4.80,21.00,39.00,Kos Putra,42.00,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,0.00,1222000.00,4.80,27.00,38.00,Kos Putra,21.00,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Barat,0.00,1830000.00,4.80,5.00,17.00,Kos Campur,13.64,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
Jakarta Barat,0.00,1735000.00,4.80,12.00,31.00,Kos Campur,11.47,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
Jakarta Barat,0.00,1640000.00,4.80,8.00,18.00,Kos Campur,7.75,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
Jakarta Timur,0.00,1450000.00,4.90,5.00,9.00,Kos Putra,17.60,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
Jakarta Timur,0.00,1260000.00,4.80,6.00,18.00,Kos Putra,10.50,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0
Jakarta Timur,0.00,1125000.00,4.60,1.00,4.00,Kos Putra,10.50,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0
Jakarta Timur,2.00,1640000.00,4.80,71.00,133.00,Kos Putri,9.00,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0
Jakarta Timur,0.00,1830000.00,4.90,68.00,112.00,Kos Putri,12.00,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0
Jakarta Selatan,0.00,2125000.00,4.80,4.00,7.00,Kos Putra,7.50,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0
Jakarta Selatan,0.00,1725000.00,4.80,8.00,15.00,Kos Putra,5.72,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Jakarta Timur,0.00,1267000.00,4.50,24.00,53.00,Kos Campur,9.00,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
Jakarta Pusat,0.00,3025000.00,5.00,1.00,6.00,Kos Putri,43.20,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
Jakarta Pusat,0.00,2725000.00,4.90,2.00,6.00,Kos Putri,19.25,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
Jakarta Pusat,0.00,2575000.00,4.90,9.00,15.00,Kos Putri,10.50,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
Jakarta Pusat,0.00,2325000.00,4.60,21.00,42.00,Kos Putri,7.50,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
Jakarta Selatan,0.00,2495000.00,4.50,36.00,65.00,Kos Campur,9.00,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
Jakarta Barat,0.00,2050000.00,4.60,26.00,62.00,Kos Campur,9.90,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
Jakarta Barat,2.00,2500000.00,4.80,16.00,33.00,Kos Campur,9.90,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
Jakarta Timur,0.00,2685000.00,4.50,3.00,5.00,Kos Putri,15.18,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Jakarta Timur,0.00,2375000.00,5.00,3.00,8.00,Kos Putri,12.21,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
Jakarta Timur,0.00,2162500.00,4.80,10.00,14.00,Kos Putri,12.21,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
Jakarta Timur,2.00,2067500.00,4.80,10.00,16.00,Kos Putri,12.21,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
Jakarta Selatan,0.00,3350000.00,4.60,1.00,12.00,Kos Campur,14.40,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Jakarta Timur,0.00,1526000.00,4.80,5.00,10.00,Kos Campur,7.80,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Timur,0.00,1275000.00,4.50,5.00,14.00,Kos Campur,7.80,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Timur,0.00,1700000.00,4.90,3.00,8.00,Kos Putri,10.80,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
Jakarta Timur,0.00,1600000.00,4.80,5.00,9.00,Kos Putri,8.80,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
Jakarta Barat,2.00,2175000.00,4.90,9.00,15.00,Kos Campur,9.00,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Jakarta Barat,0.00,1622500.00,4.80,21.00,35.00,Kos Campur,9.90,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
Jakarta Barat,1.00,1510000.00,4.80,4.00,9.00,Kos Campur,13.30,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0
Jakarta Barat,0.00,1735000.00,4.40,7.00,35.00,Kos Campur,6.60,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
Jakarta Barat,0.00,1640000.00,4.50,3.00,17.00,Kos Campur,6.60,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
Jakarta Barat,0.00,1625000.00,4.40,3.00,19.00,Kos Campur,6.60,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
Jakarta Selatan,0.00,1953500.00,4.80,22.00,38.00,Kos Campur,20.00,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
Jakarta Selatan,0.00,2020000.00,4.80,4.00,8.00,Kos Campur,8.40,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
Jakarta Selatan,0.00,1625000.00,5.00,19.00,46.00,Kos Putri,6.00,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0
Jakarta Timur,0.00,2590000.00,4.90,9.00,21.00,Kos Putri,18.00,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
Jakarta Timur,1.00,1735000.00,5.00,1.00,1.00,Kos Putri,8.00,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
Jakarta Selatan,2.00,2995000.00,4.60,66.00,117.00,Kos Campur,15.75,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
Jakarta Barat,0.00,3025000.00,5.00,1.00,5.00,Kos Campur,13.50,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
Jakarta Barat,0.00,2233000.00,4.50,5.00,9.00,Kos Campur,12.00,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
Jakarta Barat,0.00,1925000.00,4.90,6.00,11.00,Kos Campur,9.00,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
Jakarta Pusat,0.00,1900000.00,4.60,24.00,86.00,Kos Putri,11.70,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0
Jakarta Timur,2.00,1925000.00,4.90,39.00,89.00,Kos Campur,13.50,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Jakarta Timur,0.00,1925000.00,4.60,2.00,7.00,Kos Campur,12.00,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Jakarta Timur,0.00,1735000.00,4.60,4.00,28.00,Kos Campur,9.00,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Jakarta Timur,1.00,1405000.00,5.00,1.00,1.00,Kos Campur,7.50,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0
Jakarta Timur,0.00,1640000.00,4.80,14.00,23.00,Kos Campur,7.50,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
Jakarta Selatan,3.00,3365000.00,4.60,29.00,66.00,Kos Campur,15.20,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0
Jakarta Selatan,0.00,2525000.00,4.90,21.00,36.00,Kos Putri,8.96,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Jakarta Timur,2.00,2463000.00,4.90,3.00,6.00,Kos Campur,12.25,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
Jakarta Timur,0.00,2775000.00,5.00,1.00,2.00,Kos Campur,12.25,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
Jakarta Pusat,0.00,2425000.00,4.50,25.00,45.00,Kos Putri,9.00,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
Jakarta Pusat,0.00,1975000.00,4.60,12.00,25.00,Kos Putri,9.00,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
Jakarta Pusat,0.00,1725000.00,0.00,0.00,2.00,Kos Putri,7.50,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
Jakarta Selatan,0.00,2590000.00,5.00,1.00,3.00,Kos Putri,21.08,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
Jakarta Selatan,0.00,2257500.00,4.40,2.00,13.00,Kos Putri,12.60,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
Jakarta Pusat,0.00,2509000.00,0.00,0.00,4.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
Jakarta Pusat,0.00,1865000.00,4.10,1.00,14.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0
Jakarta Selatan,1.00,2055000.00,4.80,6.00,16.00,Kos Putri,6.00,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
